training objective,layer,variables localized,accuracy,model index,size
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9380000233650208,37,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9300000071525574,37,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9639999866485596,37,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9660000205039978,37,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9520000219345092,37,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9340000152587892,37,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9359999895095824,37,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.9100000262260436,37,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9490000009536744,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.944000005722046,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9670000076293944,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9430000185966492,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9390000104904176,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9390000104904176,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9430000185966492,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9459999799728394,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9319999814033508,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9380000233650208,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9539999961853028,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9120000004768372,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9319999814033508,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.930999994277954,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.915000021457672,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9580000042915344,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9490000009536744,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9399999976158142,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.949999988079071,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9580000042915344,38,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9330000281333924,38,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9350000023841858,39,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9520000219345092,39,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9649999737739564,39,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9340000152587892,39,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9390000104904176,39,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9200000166893004,39,32
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9390000104904176,39,32
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9390000104904176,39,32
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9300000071525574,39,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9319999814033508,39,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9409999847412108,39,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.915000021457672,39,32
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9200000166893004,39,32
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.9160000085830688,39,32
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.9210000038146972,39,32
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9470000267028807,39,32
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9559999704360962,39,32
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.953000009059906,39,32
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9390000104904176,39,32
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9359999895095824,39,32
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.9190000295639038,39,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9580000042915344,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9610000252723694,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9679999947547911,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9160000085830688,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9319999814033508,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9200000166893004,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9430000185966492,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.9490000009536744,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9449999928474426,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.930999994277954,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9240000247955322,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9240000247955322,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9259999990463256,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9259999990463256,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.925000011920929,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9610000252723694,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9589999914169312,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9470000267028807,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9300000071525574,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.930999994277954,40,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.9200000166893004,40,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9340000152587892,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9670000076293944,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9580000042915344,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9399999976158142,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9470000267028807,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9390000104904176,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9409999847412108,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.953000009059906,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9210000038146972,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9269999861717224,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9340000152587892,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8970000147819519,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9240000247955322,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.9100000262260436,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8989999890327454,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.944000005722046,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9610000252723694,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9380000233650208,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9490000009536744,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9380000233650208,41,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9409999847412108,41,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9459999799728394,42,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.962000012397766,42,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9660000205039978,42,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9300000071525574,42,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9390000104904176,42,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.915000021457672,42,32
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9490000009536744,42,32
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9390000104904176,42,32
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9369999766349792,42,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9359999895095824,42,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9340000152587892,42,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9110000133514404,42,32
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9179999828338624,42,32
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.9240000247955322,42,32
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.9200000166893004,42,32
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9639999866485596,42,32
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9660000205039978,42,32
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9480000138282776,42,32
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9290000200271606,42,32
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9390000104904176,42,32
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.9020000100135804,42,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9430000185966492,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9580000042915344,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.959999978542328,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9269999861717224,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9340000152587892,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9039999842643738,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9509999752044678,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.959999978542328,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9419999718666076,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9359999895095824,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9390000104904176,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9179999828338624,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9319999814033508,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9300000071525574,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9269999861717224,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9610000252723694,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9539999961853028,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9430000185966492,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9520000219345092,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9409999847412108,43,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.902999997138977,43,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9419999718666076,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9580000042915344,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.953000009059906,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9380000233650208,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.949999988079071,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9340000152587892,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9430000185966492,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9449999928474426,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9279999732971193,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9509999752044678,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9279999732971193,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9190000295639038,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9049999713897704,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.930999994277954,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8899999856948853,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9539999961853028,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9480000138282776,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.930999994277954,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.944000005722046,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9470000267028807,44,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9359999895095824,44,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9409999847412108,45,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9670000076293944,45,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9679999947547911,45,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9259999990463256,45,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9369999766349792,45,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9110000133514404,45,32
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9319999814033508,45,32
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9610000252723694,45,32
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9229999780654908,45,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9300000071525574,45,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9419999718666076,45,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9160000085830688,45,32
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9120000004768372,45,32
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.9380000233650208,45,32
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.9110000133514404,45,32
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9549999833106996,45,32
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.962000012397766,45,32
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9240000247955322,45,32
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9369999766349792,45,32
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.944000005722046,45,32
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.9169999957084656,45,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9520000219345092,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9649999737739564,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.968999981880188,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.921999990940094,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9380000233650208,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9070000052452089,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9520000219345092,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.959999978542328,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9380000233650208,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9319999814033508,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9449999928474426,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9229999780654908,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9169999957084656,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9459999799728394,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.925000011920929,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9639999866485596,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9610000252723694,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9480000138282776,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9259999990463256,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9480000138282776,46,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.8999999761581421,46,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9470000267028807,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.968999981880188,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.962000012397766,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9300000071525574,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9409999847412108,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9240000247955322,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9240000247955322,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.949999988079071,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9319999814033508,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.930999994277954,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9269999861717224,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9160000085830688,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9070000052452089,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.921999990940094,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8899999856948853,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9580000042915344,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9589999914169312,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9539999961853028,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9449999928474426,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9549999833106996,47,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.930999994277954,47,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9470000267028807,48,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9639999866485596,48,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9700000286102296,48,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.925000011920929,48,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9490000009536744,48,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9430000185966492,48,32
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9390000104904176,48,32
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9649999737739564,48,32
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9290000200271606,48,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9350000023841858,48,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9340000152587892,48,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9240000247955322,48,32
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9179999828338624,48,32
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.9210000038146972,48,32
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.9089999794960022,48,32
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.953000009059906,48,32
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9649999737739564,48,32
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9580000042915344,48,32
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9359999895095824,48,32
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9430000185966492,48,32
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.9089999794960022,48,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9490000009536744,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9629999995231628,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9760000109672546,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9240000247955322,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.930999994277954,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.925000011920929,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9490000009536744,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.953000009059906,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9629999995231628,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.949999988079071,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9419999718666076,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9319999814033508,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9340000152587892,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9419999718666076,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9449999928474426,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9570000171661376,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9549999833106996,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9480000138282776,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9409999847412108,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9409999847412108,49,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.9190000295639038,49,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9539999961853028,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9549999833106996,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.949999988079071,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9470000267028807,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9559999704360962,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9409999847412108,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9399999976158142,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9470000267028807,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9399999976158142,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9390000104904176,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9279999732971193,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9160000085830688,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.921999990940094,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.925000011920929,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.9169999957084656,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9639999866485596,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9629999995231628,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9549999833106996,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9470000267028807,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9520000219345092,50,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9340000152587892,50,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9480000138282776,51,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9679999947547911,51,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9660000205039978,51,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9240000247955322,51,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9269999861717224,51,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9070000052452089,51,32
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9380000233650208,51,32
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9399999976158142,51,32
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9430000185966492,51,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9179999828338624,51,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.921999990940094,51,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9179999828338624,51,32
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9459999799728394,51,32
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.9390000104904176,51,32
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.8970000147819519,51,32
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9660000205039978,51,32
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9559999704360962,51,32
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9549999833106996,51,32
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9459999799728394,51,32
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9470000267028807,51,32
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.9139999747276306,51,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9580000042915344,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9610000252723694,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9670000076293944,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9359999895095824,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9459999799728394,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9240000247955322,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.949999988079071,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.9409999847412108,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9359999895095824,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9430000185966492,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9390000104904176,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9200000166893004,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9409999847412108,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9390000104904176,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9300000071525574,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9649999737739564,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9570000171661376,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9549999833106996,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9390000104904176,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9399999976158142,52,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.9240000247955322,52,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9409999847412108,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.949999988079071,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9660000205039978,53,32
